B_Ion,A_Ion,C_Ion,AntiSolvent,Cell_Area,Solv_Anneal,HTL,Bandgap,Solvents,Backcontact,ETL,Synth_Atm,Dep_Procedure,Is_Module,Anneal_Temp,PCE,Voc,Jsc,FF
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,7; 3,Unknown,0,,,15.69,0.706,10.19
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,25000,Unknown,4; 1,Unknown,0,,,21.4,0.64,14
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,60,Unknown,Unknown,Air,0,,,21.52,0.743,17.81
I,Pb,BAMAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1,N2,0,,,11.7,0.434,5.38
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,9; 1,N2,0,,,1,0.642,13.85
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,90,Unknown,1 >> 1,Unknown,0,,,22.95,0.65,16.38
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,1,Unknown,0,,,11.81,0.71,6.59
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,1000; 128,N2,0,,,20.6,0.627,14.23
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,150,Unknown,9; 1 >> 1,Unknown,0,,,20.2,0.706,13.06
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1 >> 1,Unknown,0,,,21.1,0.558,11.5
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,Unknown,Unknown,0,,,14.04,0.331,4.48
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,9; 1,Unknown,0,,,18.67,0.67,11.92
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1 >> 1,N2 >> N2,0,,,,,2.23
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1 >> 1,Air >> Air,0,,,19.8,0.72,15.4
Br; I,Pb,FAPbBrI,0,0,0,Spin-coating,,Unknown,70,Unknown,nan >> 1,Air >> Air,0,,,22.15,0.75,17.4
I,Sn,FASnI,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,21.1,0.674,8.6
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,100,Unknown,Unknown,Unknown,0,,,21.25,0.772,16.4
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown | TiCl4,9; 1 >> 1,Air >> Air,0,,,20.15,0.73,15.06
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,3; 7 >> 1,N2 >> N2,0,,,21.286,0.581,11.1
I,Pb,BAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1,Air,0,,,0.06,0.29,0.01
I,Pb,MAPbI,0,0,0,Doctor blading,,Unknown,100,Unknown,1 >> 1,Dry air >> Dry air,0,,,17.916,0.594,11.6
I,Sn,FASnI,0,0,0,Spin-coating,,Unknown,5.0 | 80.0,Unknown,4; 1,N2,0,,,21.8,0.62,5.17
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,60,Unknown,4; 1 >> 1,Unknown,0,,,23.58,0.778,20.21
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown | TiCl4,4; 1,N2,0,,,,,
I,Pb,MAPbI,0,0,0,Unknown,,Unknown,10000,Unknown,1 >> 1,Air >> Air,0,,,18.5,0.663,10.1
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,1,Air,0,,,18,0.55,9.05
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,75,Unknown,1 >> 1,Unknown,0,,,20.3,0.57,11.7
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,1,Unknown,0,,,22.25,0.71,17.48
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,nan >> nan,Unknown,0,,,,,12.2
I,Pb,MAPbI,0,,0,Unknown,,Unknown,17000,Unknown,0.9; 0.1,Ambient air,0,,,,0.59,13.82
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,4; 1,N2,0,,,22.33,0.689,17.23
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,4; 1,Air >> MAI,0,,,17.45,0.44,7.08
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1 >> 1,N2 >> N2,0,,,16.11,0.438,6.51
I,Pb,MAPbI,0,0,0,Spin-coating | Spin-coating,,Unknown,100,Unknown,9; 3,N2,0,,,23.9,0.738,19
Cl; I,Pb,MAPbClI,0,,0,Unknown,,Unknown,nan | nan,Unknown,Unknown,Unknown,0,,,,,5.01
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,4; 1,N2,0,,,23.4,0.64,15.2
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,150,Unknown,4; 1,Unknown,0,,,22.5,0.64,14.89
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1; 1,Air,0,,,19.3,0.709,10.37
I,Pb,FAMAPbI,0,0,0,Spin-coating,,Unknown,120,Unknown,1,N2,0,,,20.72,0.69,14.36
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,1 >> 1 >> 1,Unknown,0,,,13.44,0.647,7.81
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Undoped | Li-TFSI,4; 1,N2,0,,,21.9,0.75,17.8
I,Sn,MASnI,0,0,0,Spin-coating,,Unknown,120,Unknown,5; 1 >> 1,N2 >> N2,0,,,6.48,0.28,0.25
Br; I,Pb,CsFAMAPbBrI,0,,0,Spin-coating,,Unknown,nan | 100,Unknown,0.95; 0.05 >> nan,Ambient air >> Ambient air,0,,,25.07,0.8488,24.74
I,Pb,MAPbI,0,,0,Spin-coating,,Unknown,100,Unknown,Unknown,N2,0,,,,,17.1
Br; I,Pb,MAPbBrI,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,,,9.5
Br; I,Pb,CsFAMAPbBrI,0,0,0,Spin-coating,,Unknown,60,Unknown,4; 1,Air,0,,,21.9,0.734,16.92
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,TiCl4,3; 2,Unknown,0,,,18.6,0.53,10.7
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,60,Unknown,1,N2,0,,,12.35,0.669,8.6
I,Pb,MAPbI,0,0,0,Spin-coating,,Nacalai Tesque,Unknown,V | Undoped,1,Unknown,0,,,3.88,0.55,1.32
Br; I,Pb,CsFAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown,9; 1,Air,0,,,21.32,0.656,14.75
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown | TiCl4,4; 1,N2,0,,,21.41,0.757,17.1
Br; I,Pb,CsFAMAPbBrI,0,,0,Unknown,,Unknown,90,Unknown,Unknown,Unknown,0,,,23.85,0.7559,20.62
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,4; 1,Unknown,0,,,18.6,0.592,10.8
I,Pb,MAPbI,0,0,0,Reactive magnetron sputtering,,Unknown,100,Unknown,Unknown,Unknown >> N2; MAI >> Unknown,0,,,6.481,0.47,2.63
I,Pb,CsPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1; 1,Unknown,0,,,16.4,0.53,7.75
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,9; 1 >> 1,Unknown,0,,,21.3,0.62,13.79
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,100,Unknown,Unknown,Unknown,0,,,23.98,0.796,21.38
I,Pb,MAPbI,0,0,0,CVD,,Unknown,Unknown,Unknown,Unknown,Air,0,,,17.5,0.48,8.26
I,Pb,MAPbI,0,0,0,Unknown,,Unknown,Unknown,Unknown,1,Air,0,,,18.47,0.51,8.03
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1 >> 1,Unknown >> Unknown,0,,,18.78,0.64,12.46
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,60,Unknown,4; 1,Unknown,0,,,19.64,0.73,14.6
I,Pb,FAPbI,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,25.83,0.814,23.7
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,26; 4,Unknown,0,,,17.5,0.35,6
I,Sn,MASnI,0,0,0,Spin-coating,,Unknown,80,Unknown,9; 1,N2,0,,,18.78,0.497,2.38
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,3; 7,N2,0,,,22.47,0.707,13.6
I,Pb,MAPbI,0,0,0,Evaporation,,Unknown,100,Unknown,10; 1,Air,0,,,19.5,0.58,10.41
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,2; 1,Unknown,0,,,20.1,0.728,16.4
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,120,Unknown,1,N2,0,,,21.7,0.72,13.4
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1 >> 1,N2 >> N2,0,,,21.62,0.68,17.04
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80.0 | 80.0,Unknown,1,Ar,0,,,19.36,0.57,11.23
I,Pb,CsFAPbI,0,,0,Spin-coating,,Unknown,100,Unknown,Unknown,Ambient air,0,,,,,26.39
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown | TiCl4,4; 1,N2,0,,,21.58,0.659,16.08
Br; I,Pb,CsPbBrI,0,0,0,Unknown,,Unknown,12000.0 | nan,Unknown,1,Unknown,0,,,13.84,0.696,11.4
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1,Unknown,0,,,,,12.42
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,90,Unknown,7; 3,N2,0,,,18.1,0.719,14.1
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,TiCl4,1,Unknown,0,,,19.12,0.691,13.12
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1,Unknown,0,,,21.72,0.74,15.12
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,nan | 100.0,Unknown | TiCl4,3; 7,Unknown,0,,,21.05,0.678,14.41
I,Pb,MAPbI,0,0,0,Unknown,,Unknown,Unknown,Unknown | TiCl4,Unknown,Unknown,0,,,17.28,0.51,8.32
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,4; 1,N2,0,,,22.04,0.696,17.47
I,Sb,CsSbI,0,0,0,Unknown,,Unknown,60,Unknown,1,N2,0,,,,,0.3
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,200,Unknown,1; 3.3,N2,0,,,21.3,0.53,7.1
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,150,Unknown,9; 1,Unknown,0,,,19.12,0.577,10.54
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1 >> 1,Unknown,0,,,22.9,0.664,15.3
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,100; 6,Unknown,0,,,15.83,0.55,8.77
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1 >> 1,N2 >> N2,0,,,17.7,0.66,11.1
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1,Dry air,0,,,19.2,0.821,16.2
Unknown,Unknown,Unknown,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,N2,0,,,,,16.8
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1,N2,0,,,,,
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,60,Unknown,1,Unknown,0,,,18.8,0.65,11.2
I,Pb,MAPbI,0,0,0,Unknown,,Unknown,Unknown,Unknown,1,Air,0,,,22.34,0.67,10.79
Br | I,Pb | Pb,CsPbBr | MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,Unknown,N2 >> Vacuum,0,,,23.31,0.689,16.4
Br,Pb,CsPbBr,0,,0,Unknown,,Unknown,Unknown,Unknown,nan >> nan,Air >> Air,0,,,7.3,0.681,6.07
Br; I,Pb,CsFAMAPbBrI,0,0,0,Spin-coating,,Unknown,100,Unknown,9; 1 >> 1,Air >> Air,0,,,16.82,0.64,9.8
I,Pb,FAMAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1,N2,0,,,10.06,0.593,5.42
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,60,Unknown,10; 1,Air,0,,,14.9,0.2,2.3
Br; I,Pb,FAMAPbBrI,0,0,0,Unknown,,Unknown,Unknown,Unknown,4; 1,N2,0,,,20.3,0.46,9.9
I,Pb,MAPbI,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,22.9,0.87,22.6
Br,Pb,CsFAMAPbBr,0,0,0,Spin-coating,,Unknown,60,Nb,4; 1,Air,0,,,22.21,0.73,18.69
I,Pb,MAPbI,0,0,0,CBD | Spin-coating,,Unknown,50,Unknown,1,Air,0,,,11.11,0.46,4.69
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,40,Unknown,1,N2,0,,,16.63,0.7,11.7
Br; I,Pb,CsFAMAPbBrI,0,,0,Unknown,,Unknown,80,Unknown,Unknown,Unknown,0,,,24.92,0.75,21.78
Br; I,Pb,CsFAMAPbBrI,0,,0,Unknown,,Unknown,400 | 8 | 300,Unknown,Unknown,Unknown,0,,,23.75,0.72,18.3
Br; I,Pb,FAMAPbBrI,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,,,20.83
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,60,Unknown,Unknown,N2,0,,,,,
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,Unknown,Unknown,0,,,20.81,0.763,17.45
I,Pb,MAPbI,0,0,0,Spin-coating | Spin-coating,,Unknown,60,Unknown,1,Unknown,0,,,23,0.77,18.4
I,Pb,4FPEAFAMAPbI,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,N2,0,,,21.17,0.8035,20.07
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,140,Unknown,1,Unknown,0,,,21,0.76,16.4
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1,Unknown,0,,,18,0.604,9.6
Br; I,Pb,CsFAMAPbBrI,0,,0,Unknown,,Unknown,nan | nan,Unknown,Unknown,Unknown,0,,,,,17
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,8; 1,N2,0,,,21.49,0.783,17.53
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,50,Unknown,1,Unknown,0,,,19.98,0.663,13.57
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown,4; 1,Ar,0,,,20.11,0.655,13.57
I,Pb,MAPbI,0,0,0,Sputtering,,Unknown,100,Unknown,1 >> 1,Ar >> Ar,0,,,0.006,0.26,0
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,60,Mg,1 >> 25; 3,Unknown,0,,,16.8,0.617,11.3
I,Pb,MAPbI,0,0,0,Unknown,,Unknown,10000,Unknown,1,Air,0,,,18.43,0.409,6.31
I,Pb,FAPbI,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,26.16,0.8163,25.2
Br; I,Pb; Sn,CsPbSnBrI,0,0,0,Screen printing,,Unknown,10000,Unknown,4; 1,N2,0,,,,,
I,Pb,(PMA)MAPbI,0,0,0,Spin-coating,,Unknown,60,Unknown,1,N2,0,,,16.26,0.565,9.1
I,Pb,MAPbI,0,0,0,Sputtering,,Unknown,Unknown,Unknown,nan >> 1,N2 >> N2,0,,,20,0.69,15
I,Pb; Sn,FAMAPbSnI,0,0,0,Spin-coating,,Unknown,75,Unknown,4; 1,N2,0,,,28.2,0.69,15.7
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,3; 7,Unknown,0,,,17.62,0.46,6.37
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating | Spin-coating,,Unknown,100,Unknown,94; 6 >> 1,N2 >> Air,0,,,24.36,0.7,19.63
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,20.0 | 80.0,Unknown,12.5; 1 >> 3; 1,N2 >> N2,0,,,19.64,0.75,15.31
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,150,Unknown,3; 7,N2,0,,,13.327,0.355,4.5
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,60,Unknown,4; 1,Unknown,0,,,,,
I,Pb,CsMAPbI,0,0,0,Unknown,,Unknown,Unknown,Unknown,4; 1,Air,0,,,20.72,0.499,9.69
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,3; 1,Unknown,0,,,8,0.7,6.83
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,8; 1,Unknown,0,,,23.27,0.776,20.46
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Alfa Aesar; Alfa Aesar,80,TiCl4 | Undoped,4; 1,N2,0,,,22.73,0.79,20.12
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1; 1; nan,Unknown,0,,,21.14,0.615,12.68
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1 >> 1,N2 >> N2,0,,,20.88,0.699,14.07
I,Bi,CsMABiI,0,2,0,Spin-coating,,Acros Organics; Sigma Aldrich,80,Undoped | Undoped,Unknown,N2,0,,,3.58,0.64,1.49
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,4; 1,N2,0,,,19.39,0.7,14.06
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,1,N2,0,,,20.85,0.604,10.3
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1 >> 1,Dry air >> Dry air,0,,,22.01,0.769,18.61
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown,4; 1,N2,0,,,20.52,0.71,16.18
I,Pb,MAPbI,0,0,0,Sputtering,,Unknown,150,Unknown,9; 1,N2,0,,,19,0.63,12.3
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1,Air >> N2,0,,,16.52,0.757,10.4
Br; I,Pb,CsFAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown | Al,8; 2,Ar,0,,,22.02,0.749,17.15
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown,2; 8,Unknown,0,,,19,0.748,14.3
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1 >> 1,Vacuum >> MAI,0,,,7.58,0.56,3.84
Br,Ag; Bi,CsAgBiBr,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,,,1.22
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,1,Unknown,0,,,11.1,0.411,3.72
I,Pb,FAPbI,0,,0,Spin-coating,,Unknown,80,Unknown,0.9; 0.1 >> nan,N2 >> Ambient air,0,,,25.05,0.786,22.63
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1,Dry air,0,,,17.56,0.589,8.66
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,20.0 | 80.0,Unknown,1 >> 1; 3,N2 >> N2,0,,,14.09,0.717,9.83
Br; I,Pb,CsFAPbBrI,0,0,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,19.43,0.75,17.99
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,1,Unknown,0,,,17.5,0.416,6.16
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,3; 7 >> 1,Air >> Air,0,,,17.5,0.7,12
I,Pb,CsPbI,0,,0,Spin-coating,,Unknown,nan | 150,Unknown,Unknown,Ambient air,0,,,2.66,,1.65
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1,Air,0,,,15.38,0.622,8.61
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,150,Unknown,1,Unknown,0,,,15.4,0.56,8.3
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1 >> 1,N2 >> N2,0,,,22.4,0.77,17.8
I,Pb,MAPbI,0,0,0,Evaporation,,Unknown,60,Unknown,9; 1,Unknown,0,,,15,0.62,8.7
Br; I,Pb,CsFAMAPbBrI,0,0,0,Spin-coating,,Unknown,100,Unknown,4; 1,Unknown,0,,,20.9,0.73,16.2
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Carbon-np,9; 1,Ambient,0,,,21.9,0.66,13.1
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,140,Unknown,1,Unknown,0,,,21.2,0.72,16
Br; I,Pb,FAMAPbBrI,0,,0,Spin-coating,,Unknown,80,Unknown,0.8; 0.2,Ambient air,0,,,24.07,0.79,22.44
Br; I,Pb,CsFAMAPbBrI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown | Li-TFSI,4; 1 >> 1,N2 >> N2,0,,,20.51,0.75,14.96
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,120,Unknown,3; 7,Unknown,0,,,17.6,0.42,6.64
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,90,Unknown,4; 1,N2,0,,,23.05,0.716,17
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,1 >> 1,Unknown,0,,,19.1,0.63,12.1
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,20.0 | 100.0,Unknown,1 >> 1,Air >> Air,0,,,0.293,0.2,0.1
I,Pb,(MTEA)MAPbI,0,0,0,Spin-coating,,Sigma Aldrich,3.0 | 100.0,Undoped,1,Air,0,,,20.89,0.753,16.46
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown,4; 1,Unknown,0,,,22.61,0.71,17.66
Br; I,Pb,CsPbBrI,0,0,0,Spin-coating,,Unknown,140,Unknown,7; 3,Unknown,0,,,16.06,0.772,13.65
I,Pb,MAPbI,0,0,0,Unknown,,Unknown,Unknown,Unknown,1 >> 1,Air >> Air,0,,,1.6,0.4,0.7
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1,Unknown,0,,,21.7,0.68,14.3
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,60,Unknown,4; 1,Unknown,0,,,22.69,0.747,17.45
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,150,Unknown,1,Air,0,,,23.2,0.689,16.3
I,Pb,CsFAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,4; 1 >> 1,Unknown >> FAI,0,,,22.858,0.698,14.45
Br; I,Pb,CsFAMAPbBrI,0,,0,Spin-coating,,Unknown,100,Unknown,0.9; 0.1 >> nan,Ambient air >> Ambient air,0,,,24.85,0.799,22.88
I,Pb,MAPbI,0,0,0,Unknown,,Unknown,Unknown,Unknown,1,Unknown,0,,,8.55,0.38,2.85
I,Pb; Sn,CsFAMAPbSnI,0,0,0,Spin-coating,,Unknown,100,Unknown,4; 1,N2,0,,,0.041,0.486,0.01
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,1,Unknown,0,,,23.411,0.725,16.97
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1,Dry air,0,,,22.6,0.66,13.7
Br; I,Pb,CsPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown,1,Unknown,0,,,13.1,0.605,8.64
Br; I,Pb,CsFAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown,4; 1,N2,0,,,22.1,0.71,17.49
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,3; 7,N2,0,,,22.53,0.71,17.24
I,Pb,MAPbI,0,0,0,Unknown,,Unknown,Unknown,Unknown,1,N2,0,,,19.6,0.403,5.8
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,60,Unknown,9; 1,N2,0,,,13.75,0.667,8.5
I,Pb,MAPbI,0,0,0,Lamination | Spin-coating,,Unknown,Unknown,Unknown,8.9; 1,Unknown,0,,,23.3,0.65,14.9
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,9; 1 >> 1,N2 >> N2,0,,,23.13,0.736,19.24
I,Pb,MAPbI,0,0,0,Doctor blading,,Unknown,80,Unknown,1,Air,0,,,20.069,0.689,14.6
Br; I,Pb,CsFAMAPbBrI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,4; 1,N2,0,,,20.9,0.74,16.4
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,90,Unknown,6.25; 1 >> 1 >> 1,N2 >> N2 >> N2,0,,,23.99,0.746,20
Br; I,Pb,MAPbBrI,0,0,0,Spin-coating,,Unknown,Unknown,Unknown,9; 1,N2,0,,,13.88,0.72,8.57
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,50,Unknown,4; 1,N2,0,,,23.9,0.745,18.7
I,Pb,MAPbI,0,0,0,Sputtering,,Unknown,100,Unknown,1 >> 1,Ar >> Ar,0,,,0.022,0.3,0.01
I,Pb; Sn,FAMAPbSnI,0,0,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,28.44,0.58,11.89
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,4; 1,Ar,0,,,22.37,0.76,17.17
I,Pb,MAPbI,0,0,0,Unknown,,Unknown,11000,TiCl4 | Unknown | Unknown,1,Unknown,0,,,20.96,0.47,9.11
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,60,Unknown,1 >> 1,Unknown,0,,,20.188,0.579,10.82
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1,N2,0,,,17.37,0.58,5.9
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,120,Unknown,1,N2,0,,,21.8,0.76,16.8
I,Pb,CsFAMAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,4; 1,Unknown,0,,,25.47,0.775,19.97
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,15.0 | 120.0,TiCl4,9; 1; 0.25 >> 1,Unknown,0,,,23.24,0.73,17.8
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1; 2,N2,0,,,17.6,0.45,8.5
I,Pb,MAPbI,0,0,0,Unknown,,Unknown,80,Unknown,1,N2,0,,,22.7,0.81,20
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,80,Unknown,1 >> 1,Unknown,0,,,19.32,0.72,13.1
I,Pb,FAPbI,0,,0,Spin-coating,,Unknown,100,Unknown,0.06; 0.94 >> 1,Ambient air >> Ambient air,0,,,,,24.19
Br; I,Pb,FAMAPbBrI,0,0,0,Spin-coating,,Unknown,80,Unknown,4; 1,Dry air,0,,,20.7,0.654,13.04
Br; I,Pb,CsFAPbBrI,0,,0,Unknown,,Unknown,Unknown,Unknown,Unknown,Ambient air >> Ambient air,0,,,22.98,,19.01
I,Pb,MAPbI,0,0,0,Spin-coating,,Unknown,100,Unknown,9; 1 >> 1 >> 1,N2 >> Vacuum >> N2,0,,,23.33,0.732,19.23
